Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
017510,KR7017510009,세명전기,KOSDAQ,중견기업부,5890,2,-70,-1.17,6040,6100,5880,459593,2748701270,89798940000,15246000,KSQ
122310,KR7122310006,제노레이,KOSDAQ,우량기업부,6170,1,10,0.16,6200,6240,6090,17081,104935270,89797217480,14553844,KSQ
365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,6440,2,-180,-2.72,6610,6620,6360,99757,646520060,89348353920,13873968,KSQ
067290,KR7067290007,JW신약,KOSDAQ,중견기업부,1757,1,3,0.17,1760,1760,1719,60938,106566305,89328519014,50841502,KSQ
096630,KR7096630009,에스코넥,KOSDAQ,중견기업부,1129,2,-38,-3.26,1168,1170,1123,445546,508468962,89249939445,79052205,KSQ
027830,KR7027830009,대성창투,KOSDAQ,중견기업부,1646,1,22,1.35,1632,1647,1610,201829,328243406,88884000000,54000000,KSQ
153710,KR7153710009,옵티팜,KOSDAQ,기술성장기업부,6040,2,-70,-1.15,6310,6530,5850,86073,532609940,88606546320,14669958,KSQ
123420,KR7123420002,위메이드플레이,KOSDAQ,우량기업부,7720,2,-230,-2.89,7960,8000,7700,21419,166503970,88547180240,11469842,KSQ
006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,5890,1,30,0.51,5860,5910,5860,7247,42581430,88350000000,15000000,KSQ
059120,KR7059120006,아진엑스텍,KOSDAQ,벤처기업부,9060,1,10,0.11,9050,9190,8870,200043,1806812330,88322279760,9748596,KSQ
141000,KR7141000000,비아트론,KOSDAQ,우량기업부,7280,1,20,0.28,7350,7400,7170,13617,98605800,88195088800,12114710,KSQ
127980,KR7127980001,화인써키트,KOSDAQ,중견기업부,7430,1,60,0.81,7370,7480,7300,11774,86869770,87976282120,11840684,KSQ
004650,KR7004650008,창해에탄올,KOSDAQ,중견기업부,9570,1,330,3.57,9290,9570,9290,29940,283568420,87956769450,9190885,KSQ
216050,KR7216050005,인크로스,KOSDAQ,우량기업부,6840,1,20,0.29,6850,6890,6780,19792,135169210,87847638480,12843222,KSQ
251630,KR7251630000,브이원텍,KOSDAQ,우량기업부,5490,2,-120,-2.14,5600,5680,5430,51284,281770910,87526444140,15942886,KSQ
036120,KR7036120004,SCI평가정보,KOSDAQ,중견기업부,2465,2,-65,-2.57,2495,2520,2435,267117,658654025,87507500000,35500000,KSQ
052790,KR7052790003,액토즈소프트,KOSDAQ,우량기업부,7720,2,-130,-1.66,7740,7800,7700,7584,58660580,87472525360,11330638,KSQ
099220,KR7099220006,SDN,KOSDAQ,중견기업부,1555,1,1,0.06,1585,1606,1551,2355112,3694492296,87347166105,56171811,KSQ
011320,KR7011320009,유니크,KOSDAQ,우량기업부,4515,1,210,4.88,4340,4620,4340,531882,2389959995,87232937925,19320695,KSQ
306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,2045,2,-20,-0.97,2070,2150,2040,115555,238196750,87133664705,42608149,KSQ
073570,KR7073570004,리튬포어스,KOSDAQ,중견기업부,2405,2,-15,-0.62,2435,2495,2330,550690,1322812960,87035740285,36189497,KSQ
104540,KR7104540000,코렌텍,KOSDAQ,기술성장기업부,6800,2,-140,-2.02,7050,7050,6800,10992,75238650,86943032000,12785740,KSQ
036640,KR7036640001,HRS,KOSDAQ,우량기업부,5310,1,40,0.76,5300,5340,5280,73024,387325060,86843988000,16354800,KSQ
241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,3150,1,40,1.29,3080,3220,3070,231401,731212355,86612793750,27496125,KSQ
352700,KR7352700009,씨앤투스,KOSDAQ,우량기업부,3170,1,55,1.77,3120,3285,3110,477812,1523080125,86467769830,27276899,KSQ
020710,KR7020710000,시공테크,KOSDAQ,우량기업부,4300,1,25,0.58,4280,4310,4265,23142,99174350,86206271000,20047970,KSQ
351330,KR7351330006,이삭엔지니어링,KOSDAQ,벤처기업부,10400,2,-100,-0.95,10510,10600,10320,33113,344780370,86200608000,8288520,KSQ
093190,KR7093190007,빅솔론,KOSDAQ,우량기업부,4480,2,-120,-2.61,4605,4605,4440,64131,287001840,86190294400,19238905,KSQ
208140,KR7208140004,정다운,KOSDAQ,우량기업부,2630,2,-40,-1.5,2645,2670,2620,117634,310312645,85959566980,32684246,KSQ
322180,KR7322180001,티라유텍,KOSDAQ,중견기업부,5200,2,-150,-2.8,5350,5410,5200,80853,425006510,85901270000,16519475,KSQ
053450,KR7053450003,세코닉스,KOSDAQ,우량기업부,5800,2,-20,-0.34,5850,5930,5800,49407,288184600,85798257400,14792803,KSQ
103840,KR7103840005,우양,KOSDAQ,중견기업부,5240,2,-120,-2.24,5400,5430,5220,308654,1629851290,85760082720,16366428,KSQ
270870,KR7270870009,뉴트리,KOSDAQ,우량기업부,9300,2,-420,-4.32,10050,11050,9240,1014916,10306767260,85562083200,9200224,KSQ
200230,KR7200230001,텔콘RF제약,KOSDAQ,중견기업부,711,1,2,0.28,708,716,705,122589,87107015,85497917085,120250235,KSQ
369370,KR7369370002,블리츠웨이스튜디오,KOSDAQ,벤처기업부,1713,1,37,2.21,1686,1720,1618,3659,6201223,85430583543,49871911,KSQ
340930,KR7340930007,유일에너테크,KOSDAQ,벤처기업부,2495,2,-115,-4.41,2670,2670,2460,137217,347308885,85340102750,34204450,KSQ
376930,KR7376930004,노을,KOSDAQ,기술성장기업부,2305,2,-50,-2.12,2360,2380,2300,175600,408768040,85162973300,36947060,KSQ
049430,KR7049430002,코메론,KOSDAQ,우량기업부,9410,1,850,9.93,9180,9680,8880,150909,1400702250,85141680000,9048000,KSQ
407400,KR7407400001,꿈비,KOSDAQ,벤처기업부,6940,1,90,1.31,6870,6970,6860,52675,364330550,85080749560,12259474,KSQ
263540,KR7263540007,어스앤에어로스페이스,KOSDAQ,관리종목(소속부없음),5950,0,0,0.0,0,0,0,0,0,85049841450,14294091,KSQ
217190,KR7217190008,제너셈,KOSDAQ,우량기업부,9690,1,240,2.54,9590,9870,9340,72149,689615650,84973296060,8769174,KSQ
050110,KR7050110006,캠시스,KOSDAQ,중견기업부,1150,2,-8,-0.69,1170,1178,1139,284093,326996895,84897735700,73824118,KSQ
383930,KR7383930005,디티앤씨알오,KOSDAQ,중견기업부,6630,2,-50,-0.75,6680,6780,6460,103653,680802080,84668494560,12770512,KSQ
452160,KR7452160005,제이엔비,KOSDAQ,중견기업부,8800,1,90,1.03,8890,8890,8620,62379,546253750,84634237600,9617527,KSQ
105740,KR7105740005,디케이락,KOSDAQ,우량기업부,8320,2,-130,-1.54,8480,8540,8290,118716,991501000,84502188160,10156513,KSQ
115160,KR7115160004,휴맥스,KOSDAQ,중견기업부,1920,2,-31,-1.59,1954,2110,1886,1760886,3534428464,84422638080,43970124,KSQ
036010,KR7036010007,아비코전자,KOSDAQ,우량기업부,6350,3,0,0.0,6410,6510,6340,59909,384809550,84410130900,13292934,KSQ
101170,KR7101170009,우림피티에스,KOSDAQ,우량기업부,6230,1,120,1.96,6240,6250,6140,127359,788327250,84105000000,13500000,KSQ
109860,KR7109860007,동일금속,KOSDAQ,우량기업부,9220,1,120,1.32,9030,9300,9030,54798,503819080,83902000000,9100000,KSQ
126880,KR7126880004,제이엔케이글로벌,KOSDAQ,우량기업부,3615,2,-65,-1.77,3695,3720,3615,71556,261263510,83885724345,23204903,KSQ
036090,KR7036090009,위지트,KOSDAQ,중견기업부,708,1,8,1.14,704,712,698,992753,699437923,83821737072,118392284,KSQ
234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,1541,1,28,1.85,1532,1575,1516,190788,295437495,83744486168,54344248,KSQ
308080,KR7308080001,바이젠셀,KOSDAQ,기술성장기업부,4330,1,30,0.7,4295,4365,4200,51673,221974685,83411994200,19263740,KSQ
114450,KR7114450000,그린생명과학,KOSDAQ,중견기업부,4170,1,595,16.64,3930,4545,3605,20754463,84963243845,83400000000,20000000,KSQ
265560,KR7265560003,영화테크,KOSDAQ,우량기업부,7800,1,460,6.27,7570,7810,7460,39652,303746060,83383404000,10690180,KSQ
204840,KR7204840003,지엘팜텍,KOSDAQ,기술성장기업부,1086,3,0,0.0,1086,1095,1076,102799,111513526,83295541884,76699394,KSQ
128660,KR7128660008,피제이메탈,KOSDAQ,우량기업부,3355,1,5,0.15,3355,3380,3310,41298,137970915,83215302995,24803369,KSQ
036670,KR7036670008,KCI,KOSDAQ,우량기업부,7380,1,260,3.65,7130,7420,7130,48134,352737520,83172600000,11270000,KSQ
317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,3620,2,-130,-3.47,3830,3830,3555,108248,395575995,83038839720,22938906,KSQ
065530,KR7065530008,와이어블,KOSDAQ,중견기업부,1570,1,27,1.75,1590,1590,1546,10908,17007004,82990200000,52860000,KSQ
304840,KR7304840002,피플바이오,KOSDAQ,기술성장기업부,3935,1,85,2.21,3810,3965,3770,381000,1483621160,82987040840,21089464,KSQ
078860,KR7078860004,아이오케이,KOSDAQ,중견기업부,9030,1,10,0.11,8900,9160,8880,65425,590005280,82934066460,9184282,KSQ
027580,KR7027580000,상보,KOSDAQ,우량기업부,1401,1,3,0.21,1407,1425,1393,224857,315264355,82912971879,59181279,KSQ
307930,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,5300,3,0,0.0,5300,5420,5240,27420,145925550,82733000000,15610000,KSQ
123840,KR7123840001,뉴온,KOSDAQ,관리종목(소속부없음),283,2,-8,-2.75,291,291,262,467211,129440996,82705319435,292244945,KSQ
225220,KR7225220003,제놀루션,KOSDAQ,벤처기업부,4305,1,790,22.48,3560,4390,3560,8589702,35818586805,82613040405,19190021,KSQ
355150,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,10590,2,-330,-3.02,10920,11270,10590,34348,368417310,82573936500,7797350,KSQ
038680,KR7038680005,에스넷,KOSDAQ,중견기업부,4220,2,-50,-1.17,4310,4310,4135,42658,178611465,82499636940,19549677,KSQ
095270,KR7095270005,웨이브일렉트로,KOSDAQ,벤처기업부,5510,2,-90,-1.61,5610,5650,5390,65724,358720830,82491620560,14971256,KSQ
038880,KR7038880001,아이에이,KOSDAQ,중견기업부,261,2,-16,-5.78,283,283,224,6553637,1685567381,82302357222,315334702,KSQ
321370,KR7321370009,센서뷰,KOSDAQ,기술성장기업부,3115,1,45,1.47,3110,3160,3040,278366,860484455,82060765675,26343745,KSQ
023440,KR7023440001,제이스코홀딩스,KOSDAQ,중견기업부,1398,2,-4,-0.29,1443,1443,1354,338603,466525082,82045138980,58687510,KSQ
024910,KR7024910002,경창산업,KOSDAQ,우량기업부,2290,1,5,0.22,2300,2330,2270,156598,358590230,82025521450,35819005,KSQ
101330,KR7101330009,모베이스,KOSDAQ,우량기업부,3540,1,55,1.58,3605,3650,3520,115490,411279100,81940482660,23147029,KSQ
222810,KR7222810004,세토피아,KOSDAQ,관리종목(소속부없음),1080,0,0,0.0,0,0,0,0,0,81712098000,75659350,KSQ
339950,KR7339950008,아이비김영,KOSDAQ,중견기업부,1815,1,6,0.33,1810,1820,1794,122228,220682540,81578178825,44946655,KSQ
048430,KR7048430003,유라테크,KOSDAQ,우량기업부,7080,3,0,0.0,7080,7390,6970,81958,582002940,81561600000,11520000,KSQ
900100,USU652221081,애머릿지,KOSDAQ,외국기업(소속부없음),1931,2,-54,-2.72,2000,2000,1890,308221,593788235,81484142969,42197899,KSQ
317850,KR7317850006,대모,KOSDAQ,벤처기업부,9780,2,-80,-0.81,9870,9880,9700,199028,1944266000,81412827600,8324420,KSQ
104620,KR7104620000,노랑풍선,KOSDAQ,중견기업부,5130,2,-140,-2.66,5250,5330,5100,58754,304692490,81270106380,15842126,KSQ
011370,KR7011370004,서한,KOSDAQ,우량기업부,802,2,-11,-1.35,820,828,802,158650,128361222,80917681730,100894865,KSQ
307180,KR7307180000,아이엘사이언스,KOSDAQ,벤처기업부,3030,2,-125,-3.96,3165,3210,3030,40468,125004990,80906144940,26701698,KSQ
241770,KR7241770007,메카로,KOSDAQ,벤처기업부,7930,1,170,2.19,7770,8000,7770,9686,76592330,80827635200,10192640,KSQ
158430,KR7158430009,아톤,KOSDAQ,벤처기업부,3575,2,-10,-0.28,3640,3640,3535,67450,240851150,80803844550,22602474,KSQ
260660,KR7260660006,알리코제약,KOSDAQ,우량기업부,5250,1,100,1.94,5150,5480,5110,509542,2722668060,80466860250,15327021,KSQ
043910,KR7043910009,자연과환경,KOSDAQ,벤처기업부,706,2,-2,-0.28,711,716,701,645776,455821660,80054368642,113391457,KSQ
037350,KR7037350006,성도이엔지,KOSDAQ,우량기업부,5160,1,40,0.78,5290,5430,4910,1446653,7452683520,79825200000,15470000,KSQ
222160,KR7222160004,NPX,KOSDAQ,관리종목(소속부없음),8040,0,0,0.0,0,0,0,0,0,79551289560,9894439,KSQ
225190,KR7225190008,LK삼양,KOSDAQ,중견기업부,1564,2,-12,-0.76,1599,1599,1561,66936,105305793,79370560160,50748440,KSQ
002230,KR7002230001,피에스텍,KOSDAQ,중견기업부,4095,2,-5,-0.12,4075,4120,4075,2060,8456955,79322905935,19370673,KSQ
215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,3895,1,15,0.39,3965,3965,3845,63028,244883360,79257228330,20348454,KSQ
094970,KR7094970001,제이엠티,KOSDAQ,우량기업부,4725,2,-275,-5.5,5000,5000,4365,628407,2854764145,79135434000,16748240,KSQ
010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,1062,1,2,0.19,1060,1071,1050,154843,163723765,79130858292,74511166,KSQ
086040,KR7086040003,바이오톡스텍,KOSDAQ,벤처기업부,4955,2,-85,-1.69,5060,5070,4955,29604,147563180,79073113885,15958247,KSQ
041520,KR7041520008,이엘씨,KOSDAQ,중견기업부,6480,1,210,3.35,6270,6550,6270,44581,288544010,78982970400,12188730,KSQ
039240,KR7039240007,경남스틸,KOSDAQ,우량기업부,2925,1,30,1.04,2910,2930,2890,31051,90494870,78915341700,26979604,KSQ
314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,5160,1,80,1.57,5070,5200,5000,128035,651643920,78872849760,15285436,KSQ
049550,KR7049550007,잉크테크,KOSDAQ,우량기업부,4020,1,5,0.12,4055,4055,3975,4107,16458245,78817233540,19606277,KSQ
347000,KR7347000002,센코,KOSDAQ,기술성장기업부,2385,2,-25,-1.04,2425,2440,2375,47894,114718730,78716867760,33004976,KSQ
088130,KR7088130000,동아엘텍,KOSDAQ,중견기업부,7360,1,60,0.82,7300,7380,7150,19628,141958150,78479223680,10662938,KSQ
352910,KR7352910004,오비고,KOSDAQ,기술성장기업부,6190,2,-10,-0.16,6360,6360,6180,8347,51877420,78227994380,12637802,KSQ
109960,KR7109960005,AP헬스케어,KOSDAQ,중견기업부,685,1,18,2.7,668,690,668,173171,117230826,78194920765,114153169,KSQ
331380,KR7331380006,포커스에이치엔에스,KOSDAQ,벤처기업부,4020,2,-145,-3.48,4165,4320,3950,283964,1181014690,78092278800,19425940,KSQ
037440,KR7037440005,희림,KOSDAQ,우량기업부,5590,2,-140,-2.44,5780,5840,5520,303669,1711620670,77826635250,13922475,KSQ
065130,KR7065130007,탑엔지니어링,KOSDAQ,중견기업부,4525,1,10,0.22,4540,4590,4485,21531,97349910,77784668550,17189982,KSQ
241790,KR7241790005,티이엠씨씨엔에스,KOSDAQ,우량기업부,7770,2,-380,-4.66,8010,8060,7630,86878,678685730,77720466180,10002634,KSQ
010470,KR7010470003,오리콤,KOSDAQ,우량기업부,6490,2,-180,-2.7,6700,6780,6440,40529,264913920,77718074500,11975050,KSQ
189980,KR7189980006,흥국에프엔비,KOSDAQ,우량기업부,1935,2,-19,-0.97,1955,1969,1927,98599,191269155,77666695245,40137827,KSQ
347740,KR7347740003,피엔케이피부임상연구센타,KOSDAQ,중견기업부,2575,1,65,2.59,2575,2615,2535,143600,370590070,77277233200,30010576,KSQ
171120,KR7171120009,라이온켐텍,KOSDAQ,중견기업부,2150,1,40,1.9,2140,2215,2110,232843,503856645,77188784000,35901760,KSQ
155650,KR7155650005,와이엠씨,KOSDAQ,우량기업부,3960,2,-10,-0.25,3970,3980,3910,55235,217195830,77118457680,19474358,KSQ
038070,KR7038070009,서린바이오,KOSDAQ,우량기업부,8660,2,-40,-0.46,8700,8800,8550,60390,523804930,77079854160,8900676,KSQ
054930,KR7054930003,유신,KOSDAQ,우량기업부,25650,2,-350,-1.35,26300,26300,25600,22576,582160700,76950000000,3000000,KSQ
396300,KR7396300006,세아메카닉스,KOSDAQ,벤처기업부,2900,1,70,2.47,2835,2940,2835,135092,392494715,76819550000,26489500,KSQ
032540,KR7032540007,TJ미디어,KOSDAQ,우량기업부,5500,1,40,0.73,5450,5570,5450,19559,107310260,76623849500,13931609,KSQ
069920,KR7069920007,아이에스이커머스,KOSDAQ,중견기업부,2175,2,-25,-1.14,2205,2240,2170,22901,50199445,76547202300,35194116,KSQ
340360,KR7340360007,다보링크,KOSDAQ,중견기업부,1764,1,150,9.29,1629,1787,1560,2056919,3484411428,76536805968,43388212,KSQ
348350,KR7348350000,위드텍,KOSDAQ,우량기업부,7500,2,-60,-0.79,7550,7750,7460,24289,183422070,76377000000,10183600,KSQ
442900,KR7442900007,미래에셋드림스팩1호,KOSDAQ,SPAC(소속부없음),9900,1,20,0.2,9880,9900,9860,10192,100670400,76032000000,7680000,KSQ
136410,KR7136410008,아셈스,KOSDAQ,벤처기업부,6900,1,10,0.15,6900,7000,6790,12437,85538850,76031831400,11019106,KSQ
078890,KR7078890001,가온그룹,KOSDAQ,중견기업부,4365,2,-85,-1.91,4450,4500,4350,79090,349378435,75995335305,17410157,KSQ
082210,KR7082210006,옵트론텍,KOSDAQ,중견기업부,2660,3,0,0.0,2605,2700,2580,408339,1085495935,75986991080,28566538,KSQ
024800,KR7024800005,유성티엔에스,KOSDAQ,우량기업부,2050,1,30,1.49,2020,2050,2020,16198,32960585,75956214600,37051812,KSQ
049480,KR7049480007,오픈베이스,KOSDAQ,우량기업부,2405,2,-45,-1.84,2440,2455,2395,93419,226497850,75570831115,31422383,KSQ
094850,KR7094850005,참좋은여행,KOSDAQ,중견기업부,5390,1,110,2.08,5280,5490,5280,15155,81800500,75460000000,14000000,KSQ
361570,KR7361570005,알비더블유,KOSDAQ,중견기업부,2635,1,35,1.35,2605,2680,2525,23184,60511955,75453991785,28635291,KSQ
106080,KR7106080005,하이소닉,KOSDAQ,중견기업부,4795,1,10,0.21,4800,4845,4695,17081,81386470,75451554675,15735465,KSQ
052710,KR7052710001,아모텍,KOSDAQ,중견기업부,5150,2,-190,-3.56,5330,5380,5090,71634,369717910,75267811350,14615109,KSQ
033830,KR7033830001,티비씨,KOSDAQ,중견기업부,751,2,-11,-1.44,766,770,751,100023,75893095,75100000000,100000000,KSQ
320000,KR7320000003,한울반도체,KOSDAQ,중견기업부,2675,2,-175,-6.14,2850,2850,2475,926887,2468617285,74808052225,27965627,KSQ
064480,KR7064480007,브리지텍,KOSDAQ,벤처기업부,6230,1,140,2.3,6090,6240,6040,57763,354027560,74464075000,11952500,KSQ
080530,KR7080530009,코디,KOSDAQ,벤처기업부,1826,2,-65,-3.44,1872,1893,1798,94032,173854263,74394398980,40741730,KSQ
130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,4830,1,60,1.26,4830,4845,4775,8914,42777225,74382000000,15400000,KSQ
072990,KR7072990005,에이치시티,KOSDAQ,우량기업부,10180,1,100,0.99,10090,10220,9870,40902,411374320,74185131380,7287341,KSQ
017480,KR7017480005,삼현철강,KOSDAQ,우량기업부,4720,1,20,0.43,4730,4780,4695,4592,21657850,74117640800,15702890,KSQ
224110,KR7224110007,에이텍모빌리티,KOSDAQ,중견기업부,13870,2,-680,-4.67,14280,14550,13700,57856,817899270,74065800000,5340000,KSQ
081150,KR7081150005,티플랙스,KOSDAQ,우량기업부,3050,2,-5,-0.16,3075,3080,3025,87853,268482860,74018626100,24268402,KSQ
205500,KR7205500002,액션스퀘어,KOSDAQ,중견기업부,1423,1,22,1.57,1401,1428,1352,148419,204596494,73893714760,51928120,KSQ
115440,KR7115440000,우리넷,KOSDAQ,벤처기업부,6870,1,240,3.62,6670,6910,6670,216436,1476990500,73881621930,10754239,KSQ
187420,KR7187420005,제노포커스,KOSDAQ,기술성장기업부,3135,1,70,2.28,3080,3170,3025,61507,190596040,73777832865,23533599,KSQ
080000,KR7080000003,에스엔유,KOSDAQ,우량기업부,2145,1,10,0.47,2150,2160,2115,93766,200715685,73622556150,34322870,KSQ
256630,KR7256630005,포인트엔지니어링,KOSDAQ,벤처기업부,1267,1,17,1.36,1250,1290,1245,39611,49828247,73482290224,57997072,KSQ
234920,KR7234920007,자이글,KOSDAQ,벤처기업부,5420,2,-170,-3.04,5590,5600,5390,23005,125251410,73337532200,13530910,KSQ
087260,KR7087260006,모바일어플라이언스,KOSDAQ,벤처기업부,2250,1,15,0.67,2250,2285,2230,222354,500137650,73243937250,32552861,KSQ
237820,KR7237820006,플레이디,KOSDAQ,중견기업부,5710,2,-110,-1.89,5900,5950,5690,83307,482065420,73242969400,12827140,KSQ
043220,KR7043220003,티에스넥스젠,KOSDAQ,중견기업부,520,1,37,7.66,484,523,484,916973,465512644,72932944240,140255662,KSQ
201490,KR7201490000,미투온,KOSDAQ,우량기업부,2330,2,-5,-0.21,2340,2365,2305,79443,185118670,72830604100,31257770,KSQ
033540,KR7033540006,파라텍,KOSDAQ,중견기업부,1929,2,-71,-3.55,1988,1990,1904,496963,959881773,72821800527,37751063,KSQ
160550,KR7160550000,NEW,KOSDAQ,중견기업부,2605,2,-45,-1.7,2650,2685,2565,63810,165782020,72695406130,27906106,KSQ
025550,KR7025550005,한국선재,KOSDAQ,우량기업부,3115,1,15,0.48,3090,3120,3090,30308,94152550,72579500000,23300000,KSQ
263800,KR7263800005,데이타솔루션,KOSDAQ,중견기업부,4460,2,-25,-0.56,4530,4530,4405,24285,108361650,72325054800,16216380,KSQ
321260,KR7321260002,프로이천,KOSDAQ,벤처기업부,2560,2,-65,-2.48,2655,2680,2545,317225,820061195,72171735040,28192084,KSQ
212560,KR7212560007,네오오토,KOSDAQ,우량기업부,9110,1,720,8.58,8450,9110,8450,114993,1019150710,71740912930,7874963,KSQ
037330,KR7037330008,인지디스플레,KOSDAQ,우량기업부,1633,2,-22,-1.33,1651,1652,1619,39226,63946634,71664570792,43885224,KSQ
101000,KR7101000008,KS인더스트리,KOSDAQ,중견기업부,2375,2,-65,-2.66,2450,2495,2270,261867,624941885,71605345125,30149619,KSQ
090410,KR7090410002,덕신이피씨,KOSDAQ,우량기업부,1553,2,-7,-0.45,1570,1582,1553,179513,280599613,71568599535,46084095,KSQ
142760,KR7142760008,모아라이프플러스,KOSDAQ,기술성장기업부,1896,1,127,7.18,1769,1933,1752,258530,478947377,71545201656,37734811,KSQ
008830,KR7008830002,대동기어,KOSDAQ,우량기업부,7950,2,-10,-0.13,8120,8150,7920,40987,328247310,71450784000,8987520,KSQ
105760,KR7105760003,포스뱅크,KOSDAQ,벤처기업부,7600,2,-20,-0.26,7650,7770,7460,55389,420749430,71101686000,9355485,KSQ
192250,KR7192250009,케이사인,KOSDAQ,벤처기업부,1004,2,-9,-0.89,1014,1021,1003,166632,168401122,70953942028,70671257,KSQ
066310,KR7066310004,큐에스아이,KOSDAQ,중견기업부,7640,1,10,0.13,7580,7650,7580,7119,54248730,70835184440,9271621,KSQ
054920,KR7054920004,한컴위드,KOSDAQ,우량기업부,2510,1,5,0.2,2515,2560,2485,32719,82131290,70824873310,28217081,KSQ
204610,KR7204610000,티쓰리,KOSDAQ,벤처기업부,1109,1,14,1.28,1105,1113,1098,123617,136673822,70811557480,63851720,KSQ
057680,KR7057680001,티사이언티픽,KOSDAQ,벤처기업부,992,1,2,0.2,999,1015,981,80443,79652190,70678512992,71248501,KSQ
389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,6350,2,-80,-1.24,6450,6550,6280,38117,243574350,70565867250,11112735,KSQ
368600,KR7368600003,아이씨에이치,KOSDAQ,기술성장기업부,4020,2,-280,-6.51,4185,4215,3995,54558,221294795,70504150920,17538346,KSQ
241840,KR7241840008,에이스토리,KOSDAQ,우량기업부,7390,3,0,0.0,7390,7400,7280,11427,84117130,70500555660,9539994,KSQ
066130,KR7066130006,하츠,KOSDAQ,우량기업부,5480,2,-20,-0.36,5570,5680,5430,251820,1393978520,70144000000,12800000,KSQ
050960,KR7050960004,수산아이앤티,KOSDAQ,벤처기업부,10390,1,40,0.39,10350,10470,10210,3427,35335870,70142890000,6751000,KSQ
187660,KR7187660006,에이디엠코리아,KOSDAQ,중견기업부,3210,1,100,3.22,3110,3265,3110,181041,579014310,70094362500,21836250,KSQ
044060,KR7044060002,조광ILI,KOSDAQ,관리종목(소속부없음),732,0,0,0.0,0,0,0,0,0,70075958688,95732184,KSQ
311390,KR7311390009,네오크레마,KOSDAQ,벤처기업부,6380,1,50,0.79,6330,6470,6300,16809,107232530,70046957860,10979147,KSQ
192410,KR7192410009,휴림네트웍스,KOSDAQ,중견기업부,24600,2,-100,-0.4,25300,25300,24050,19013,465970100,70038807600,2847106,KSQ
377480,KR7377480009,마음AI,KOSDAQ,기술성장기업부,11330,2,-20,-0.18,11490,11650,11260,23422,266984560,69989749390,6177383,KSQ
042110,KR7042110007,에스씨디,KOSDAQ,우량기업부,1446,3,0,0.0,1446,1470,1429,160682,231928217,69884549544,48329564,KSQ
196300,KR7196300008,애니젠,KOSDAQ,기술성장기업부,11640,1,10,0.09,11660,11740,11500,10859,125980020,69879424680,6003387,KSQ
330730,KR7330730003,스톤브릿지벤처스,KOSDAQ,중견기업부,3835,1,80,2.13,3795,3845,3730,37529,142184320,69608433050,18150830,KSQ
377030,KR7377030002,맥스트,KOSDAQ,기술성장기업부,3555,2,-15,-0.42,3630,3630,3535,17629,62791610,69574485510,19570882,KSQ
041460,KR7041460007,한국전자인증,KOSDAQ,중견기업부,3660,1,40,1.1,3660,3675,3625,27653,100797100,69540000000,19000000,KSQ
150900,KR7150900009,파수,KOSDAQ,벤처기업부,5950,1,30,0.51,5960,6000,5880,13465,79692990,69474710900,11676422,KSQ
359090,KR7359090008,씨엔알리서치,KOSDAQ,중견기업부,1230,1,37,3.1,1191,1230,1182,250991,301853866,69434595930,56450891,KSQ
032940,KR7032940009,원익,KOSDAQ,우량기업부,3800,2,-20,-0.52,3880,3925,3745,211051,810571915,69134274000,18193230,KSQ
317830,KR7317830008,에스피시스템스,KOSDAQ,벤처기업부,6410,1,10,0.16,6550,6550,6370,36431,234427640,69060173380,10773818,KSQ
052770,KR7052770005,아이톡시,KOSDAQ,중견기업부,1419,2,-66,-4.44,1482,1511,1418,158809,229378466,69059105874,48667446,KSQ
363250,KR7363250002,진시스템,KOSDAQ,기술성장기업부,9850,1,600,6.49,9270,9910,9210,69246,666382350,69013936350,7006491,KSQ
071670,KR7071670004,에이테크솔루션,KOSDAQ,우량기업부,6900,2,-50,-0.72,7070,7070,6820,25015,173071030,69000000000,10000000,KSQ
007370,KR7007370000,진양제약,KOSDAQ,우량기업부,5580,1,80,1.45,5490,5610,5400,40239,220366810,68810556780,12331641,KSQ
271830,KR7271830002,팸텍,KOSDAQ,벤처기업부,2325,1,5,0.22,2330,2390,2270,94468,217833490,68564719650,29490202,KSQ
250000,KR7250000007,보라티알,KOSDAQ,우량기업부,10150,2,-20,-0.2,10180,10210,10020,15278,154674940,68519939950,6750733,KSQ
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,8120,2,-140,-1.69,8500,8500,8090,63388,522306110,68477835720,8433231,KSQ
129920,KR7129920005,대성하이텍,KOSDAQ,벤처기업부,4990,2,-320,-6.03,5210,5210,4900,713201,3571637030,68438114470,13715053,KSQ
